ID,Name,Form,Level-up moves,Tm compatibility
507,Herdier, ,1-MOVE_LEER | 1-MOVE_MUD_SLAP | 1-MOVE_TACKLE | 4-MOVE_LICK | 6-MOVE_BITE | 8-MOVE_ODOR_SLEUTH | 10-MOVE_HOWL | 12-MOVE_RETALIATE | 14-MOVE_PURSUIT | 16-MOVE_HELPING_HAND | 20-MOVE_TAKE_DOWN | 23-MOVE_CRUNCH | 26-MOVE_YAWN | 31-MOVE_CHARM | 35-MOVE_PLAY_ROUGH | 39-MOVE_REVERSAL | 43-MOVE_PSYCHIC_FANGS | 47-MOVE_AFTER_YOU | 51-MOVE_GIGA_IMPACT | 55-MOVE_DOUBLE_EDGE | 59-MOVE_LAST_RESORT,
508,Stoutland, ,1-MOVE_LEER | 1-MOVE_MUD_SLAP | 1-MOVE_TACKLE | 4-MOVE_LICK | 6-MOVE_BITE | 8-MOVE_ODOR_SLEUTH | 10-MOVE_HOWL | 12-MOVE_RETALIATE | 14-MOVE_PURSUIT | 16-MOVE_HELPING_HAND | 20-MOVE_TAKE_DOWN | 23-MOVE_CRUNCH | 26-MOVE_YAWN | 31-MOVE_CHARM | 32-MOVE_FIRE_FANG | 32-MOVE_ICE_FANG | 32-MOVE_THUNDER_FANG | 36-MOVE_PLAY_ROUGH | 40-MOVE_REVERSAL | 44-MOVE_PSYCHIC_FANGS | 48-MOVE_AFTER_YOU | 52-MOVE_GIGA_IMPACT | 56-MOVE_DOUBLE_EDGE | 60-MOVE_LAST_RESORT | 64-MOVE_HEADLONG_RUSH,
509,Purrloin, ,1-MOVE_GROWL | 1-MOVE_SCRATCH | 1-MOVE_SAND_ATTACK | 4-MOVE_PURSUIT | 6-MOVE_PAY_DAY | 8-MOVE_ASSIST | 10-MOVE_FAKE_OUT | 12-MOVE_FEINT_ATTACK | 14-MOVE_CAPTIVATE | 16-MOVE_TORMENT | 18-MOVE_FAKE_TEARS | 20-MOVE_ASSURANCE | 22-MOVE_HONE_CLAWS | 24-MOVE_TRICK | 26-MOVE_QUASH | 28-MOVE_SLASH | 28-MOVE_NIGHT_SLASH | 31-MOVE_PSYCHO_CUT | 34-MOVE_YAWN | 37-MOVE_SPITE | 41-MOVE_SUCKER_PUNCH | 45-MOVE_PLAY_ROUGH | 49-MOVE_COPYCAT | 53-MOVE_FOUL_PLAY | 57-MOVE_NASTY_PLOT,TM60-MOVE_QUASH
510,Liepard, ,1-MOVE_GROWL | 1-MOVE_SCRATCH | 4-MOVE_PURSUIT | 6-MOVE_PAY_DAY | 8-MOVE_ASSIST | 10-MOVE_FAKE_OUT | 12-MOVE_FEINT_ATTACK | 14-MOVE_CAPTIVATE | 16-MOVE_TORMENT | 18-MOVE_FAKE_TEARS | 20-MOVE_ASSURANCE | 23-MOVE_HONE_CLAWS | 25-MOVE_TRICK | 27-MOVE_QUASH | 29-MOVE_SLASH | 29-MOVE_NIGHT_SLASH | 32-MOVE_PSYCHO_CUT | 35-MOVE_YAWN | 39-MOVE_SPITE | 43-MOVE_SUCKER_PUNCH | 47-MOVE_PLAY_ROUGH | 51-MOVE_COPYCAT | 55-MOVE_FOUL_PLAY | 59-MOVE_NASTY_PLOT | 64-MOVE_BATON_PASS,TM60-MOVE_QUASH
511,Pansage, ,1-MOVE_GRASS_PLEDGE | 1-MOVE_SCRATCH | 1-MOVE_LICK | 1-MOVE_TICKLE | 5-MOVE_VINE_WHIP | 8-MOVE_GROWTH | 10-MOVE_MAGICAL_LEAF | 12-MOVE_DISARMING_VOICE | 14-MOVE_LEECH_SEED | 16-MOVE_BULLET_SEED | 18-MOVE_BITE | 20-MOVE_SEED_BOMB | 22-MOVE_TORMENT | 24-MOVE_ENDEAVOR | 26-MOVE_CRUNCH | 28-MOVE_HYPER_VOICE | 31-MOVE_ACROBATICS | 34-MOVE_GRASS_KNOT | 38-MOVE_NASTY_PLOT | 42-MOVE_NATURAL_GIFT | 46-MOVE_BOOMBURST | 50-MOVE_RECYCLE | 54-MOVE_POWER_WHIP | 58-MOVE_WRING_OUT | 62-MOVE_SLACK_OFF,TM45-MOVE_POWER_UP_PUNCH | TM60-MOVE_QUASH | TM85-MOVE_PLAY_ROUGH
512,Simisage, ,1-MOVE_CRUNCH | 1-MOVE_DISARMING_VOICE | 1-MOVE_FURY_SWIPES | 1-MOVE_GRASS_PLEDGE | 1-MOVE_LEECH_SEED | 1-MOVE_LICK | 1-MOVE_SEED_BOMB | 1-MOVE_NASTY_PLOT | 1-MOVE_TICKLE | 32-MOVE_WRING_OUT | 38-MOVE_GRASS_KNOT | 44-MOVE_ACROBATICS | 50-MOVE_BOOMBURST | 56-MOVE_POWER_WHIP | 62-MOVE_SLACK_OFF,TM60-MOVE_QUASH | TM85-MOVE_PLAY_ROUGH
513,Pansear, ,1-MOVE_FIRE_PLEDGE | 1-MOVE_SCRATCH | 1-MOVE_LICK | 1-MOVE_TICKLE | 5-MOVE_INCINERATE | 8-MOVE_YAWN | 10-MOVE_FIRE_SPIN | 12-MOVE_DISARMING_VOICE | 14-MOVE_FLAME_CHARGE | 16-MOVE_LOW_KICK | 18-MOVE_BITE | 20-MOVE_FIRE_PUNCH | 22-MOVE_AMNESIA | 24-MOVE_ENDEAVOR | 26-MOVE_CRUNCH | 28-MOVE_DISABLE | 31-MOVE_ACROBATICS | 34-MOVE_BLAZE_KICK | 38-MOVE_NASTY_PLOT | 42-MOVE_NATURAL_GIFT | 46-MOVE_LAVA_PLUME | 50-MOVE_RECYCLE | 54-MOVE_FIRE_LASH | 58-MOVE_WRING_OUT | 62-MOVE_SLACK_OFF,TM45-MOVE_POWER_UP_PUNCH | TM48-MOVE_MYSTICAL_FIRE | TM60-MOVE_QUASH | TM85-MOVE_PLAY_ROUGH
514,Simisear, ,1-MOVE_CRUNCH | 1-MOVE_DISARMING_VOICE | 1-MOVE_FIRE_PLEDGE | 1-MOVE_FLAME_BURST | 1-MOVE_FURY_SWIPES | 1-MOVE_LICK | 1-MOVE_NASTY_PLOT | 1-MOVE_TICKLE | 32-MOVE_WRING_OUT | 38-MOVE_BLAZE_KICK | 44-MOVE_ACROBATICS | 50-MOVE_LAVA_PLUME | 56-MOVE_FIRE_LASH | 62-MOVE_SLACK_OFF,TM48-MOVE_MYSTICAL_FIRE | TM60-MOVE_QUASH | TM85-MOVE_PLAY_ROUGH
515,Panpour, ,1-MOVE_WATER_PLEDGE | 1-MOVE_SCRATCH | 1-MOVE_LICK | 1-MOVE_TICKLE | 5-MOVE_WATER_GUN | 8-MOVE_HELPING_HAND | 10-MOVE_WATER_PULSE | 12-MOVE_DISARMING_VOICE | 14-MOVE_BRINE | 16-MOVE_AQUA_RING | 18-MOVE_BITE | 20-MOVE_SCALD | 22-MOVE_TAUNT | 24-MOVE_ENDEAVOR | 26-MOVE_CRUNCH | 28-MOVE_FUTURE_SIGHT | 31-MOVE_ACROBATICS | 34-MOVE_AQUA_TAIL | 38-MOVE_NASTY_PLOT | 42-MOVE_NATURAL_GIFT | 46-MOVE_GLARE | 50-MOVE_RECYCLE | 54-MOVE_HYDRO_PUMP | 58-MOVE_WRING_OUT | 62-MOVE_SLACK_OFF,TM45-MOVE_POWER_UP_PUNCH | TM60-MOVE_QUASH | TM85-MOVE_PLAY_ROUGH
516,Simipour, ,1-MOVE_AQUA_TAIL | 1-MOVE_CRUNCH | 1-MOVE_DISARMING_VOICE | 1-MOVE_FURY_SWIPES | 1-MOVE_LICK | 1-MOVE_NASTY_PLOT | 1-MOVE_SCALD | 1-MOVE_TICKLE | 1-MOVE_WATER_PLEDGE | 32-MOVE_WRING_OUT | 38-MOVE_FUTURE_SIGHT | 44-MOVE_ACROBATICS | 50-MOVE_GLARE | 56-MOVE_HYDRO_PUMP | 62-MOVE_SLACK_OFF,TM60-MOVE_QUASH | TM85-MOVE_PLAY_ROUGH
517,Munna, ,1-MOVE_CONFUSION | 1-MOVE_DEFENSE_CURL | 1-MOVE_MAGIC_ROOM | 1-MOVE_WONDER_ROOM | 4-MOVE_NIGHTMARE | 7-MOVE_SWIFT | 10-MOVE_ALLY_SWITCH | 12-MOVE_HYPNOSIS | 14-MOVE_DISARMING_VOICE | 17-MOVE_PSYBEAM | 20-MOVE_TRICK | 23-MOVE_ZEN_HEADBUTT | 26-MOVE_MOONLIGHT | 29-MOVE_YAWN | 32-MOVE_HEAL_BELL | 36-MOVE_FUTURE_SIGHT | 40-MOVE_DREAM_EATER | 44-MOVE_MOONBLAST | 48-MOVE_STORED_POWER | 52-MOVE_SYNCHRONOISE | 56-MOVE_BATON_PASS | 60-MOVE_HELPING_HAND | 64-MOVE_HEALING_WISH,
518,Musharna, ,1-MOVE_CONFUSION | 1-MOVE_DEFENSE_CURL | 1-MOVE_HEALING_WISH | 1-MOVE_MAGIC_ROOM | 1-MOVE_NIGHTMARE | 1-MOVE_WONDER_ROOM | 25-MOVE_SHOCK_WAVE | 35-MOVE_DREAM_EATER | 45-MOVE_SYNCHRONOISE | 50-MOVE_YAWN | 55-MOVE_HEAL_BELL | 60-MOVE_MOONBLAST | 65-MOVE_HEALING_WISH,TM20-MOVE_TRI_ATTACK
519,Pidove, ,1-MOVE_GROWL | 1-MOVE_GUST | 1-MOVE_MUD_SLAP | 4-MOVE_LEER | 6-MOVE_QUICK_ATTACK | 8-MOVE_HYPNOSIS | 10-MOVE_SWIFT | 12-MOVE_AIR_CUTTER | 14-MOVE_TAUNT | 16-MOVE_FOCUS_ENERGY | 18-MOVE_TAILWIND | 21-MOVE_UPROAR | 24-MOVE_DUAL_WINGBEAT | 27-MOVE_WISH | 31-MOVE_STEEL_WING | 35-MOVE_AIR_SLASH | 39-MOVE_LUCKY_CHANT | 43-MOVE_AGILITY | 47-MOVE_DETECT | 51-MOVE_BRAVE_BIRD | 55-MOVE_SKY_ATTACK,
520,Tranquill, ,1-MOVE_GROWL | 1-MOVE_GUST | 1-MOVE_MUD_SLAP | 4-MOVE_LEER | 6-MOVE_QUICK_ATTACK | 8-MOVE_HYPNOSIS | 10-MOVE_SWIFT | 12-MOVE_AIR_CUTTER | 14-MOVE_TAUNT | 16-MOVE_FOCUS_ENERGY | 18-MOVE_TAILWIND | 21-MOVE_UPROAR | 22-MOVE_MORNING_SUN | 25-MOVE_DUAL_WINGBEAT | 28-MOVE_WISH | 32-MOVE_STEEL_WING | 36-MOVE_AIR_SLASH | 40-MOVE_LUCKY_CHANT | 44-MOVE_AGILITY | 48-MOVE_DETECT | 52-MOVE_BRAVE_BIRD | 56-MOVE_SKY_ATTACK,TM58-MOVE_HURRICANE
521,Unfezant, ,1-MOVE_GROWL | 1-MOVE_GUST | 1-MOVE_MUD_SLAP | 4-MOVE_LEER | 6-MOVE_QUICK_ATTACK | 8-MOVE_HYPNOSIS | 10-MOVE_SWIFT | 12-MOVE_AIR_CUTTER | 14-MOVE_TAUNT | 16-MOVE_FOCUS_ENERGY | 18-MOVE_TAILWIND | 21-MOVE_UPROAR | 22-MOVE_MORNING_SUN | 25-MOVE_DUAL_WINGBEAT | 28-MOVE_WISH | 32-MOVE_STEEL_WING | 33-MOVE_NIGHT_SLASH | 37-MOVE_AIR_SLASH | 41-MOVE_LUCKY_CHANT | 45-MOVE_AGILITY | 49-MOVE_DETECT | 53-MOVE_BRAVE_BIRD | 58-MOVE_SKY_ATTACK | 63-MOVE_BOOMBURST,
522,Blitzle, ,1-MOVE_RAGE | 1-MOVE_TAIL_WHIP | 4-MOVE_CHARGE | 6-MOVE_SHOCK_WAVE | 8-MOVE_SAND_ATTACK | 10-MOVE_ME_FIRST | 13-MOVE_SPARK | 16-MOVE_SCREECH | 19-MOVE_DOUBLE_KICK | 22-MOVE_PURSUIT | 25-MOVE_NUZZLE | 28-MOVE_STOMP | 31-MOVE_FLAME_CHARGE | 34-MOVE_DISCHARGE | 37-MOVE_TAKE_DOWN | 40-MOVE_BOUNCE | 43-MOVE_AGILITY | 47-MOVE_HIGH_HORSEPOWER | 51-MOVE_LUNGE | 55-MOVE_DOUBLE_EDGE | 59-MOVE_FLARE_BLITZ,TM47-MOVE_LOW_SWEEP
523,Zebstrika, ,1-MOVE_RAGE | 1-MOVE_TAIL_WHIP | 4-MOVE_CHARGE | 6-MOVE_SHOCK_WAVE | 8-MOVE_SAND_ATTACK | 10-MOVE_ME_FIRST | 13-MOVE_SPARK | 16-MOVE_SCREECH | 19-MOVE_DOUBLE_KICK | 22-MOVE_PURSUIT | 25-MOVE_NUZZLE | 27-MOVE_SMART_STRIKE | 30-MOVE_STOMP | 33-MOVE_FLAME_CHARGE | 36-MOVE_DISCHARGE | 39-MOVE_TAKE_DOWN | 43-MOVE_BOUNCE | 47-MOVE_AGILITY | 51-MOVE_HIGH_HORSEPOWER | 55-MOVE_LUNGE | 60-MOVE_DOUBLE_EDGE | 65-MOVE_FLARE_BLITZ | 70-MOVE_VOLT_TACKLE,TM47-MOVE_LOW_SWEEP | TM83-MOVE_WORK_UP
524,Roggenrola, ,1-MOVE_HARDEN | 1-MOVE_SAND_ATTACK | 1-MOVE_TACKLE | 7-MOVE_MUD_SLAP | 10-MOVE_HEADBUTT | 13-MOVE_CURSE | 16-MOVE_MAGNITUDE | 19-MOVE_ROCK_TOMB | 22-MOVE_GRAVITY | 25-MOVE_IRON_DEFENSE | 28-MOVE_ROCK_BLAST | 31-MOVE_TAKE_DOWN | 34-MOVE_HEAVY_SLAM | 38-MOVE_SANDSTORM | 42-MOVE_AUTOTOMIZE | 46-MOVE_STONE_EDGE | 51-MOVE_EXPLOSION | 56-MOVE_WIDE_GUARD,TM87-MOVE_ROCK_CLIMB
525,Boldore, ,1-MOVE_HARDEN | 1-MOVE_SAND_ATTACK | 1-MOVE_TACKLE | 7-MOVE_MUD_SLAP | 10-MOVE_HEADBUTT | 13-MOVE_CURSE | 16-MOVE_MAGNITUDE | 19-MOVE_ROCK_TOMB | 22-MOVE_GRAVITY | 25-MOVE_IRON_DEFENSE | 26-MOVE_POWER_GEM | 29-MOVE_ROCK_BLAST | 32-MOVE_TAKE_DOWN | 35-MOVE_HEAVY_SLAM | 39-MOVE_SANDSTORM | 43-MOVE_AUTOTOMIZE | 47-MOVE_STONE_EDGE | 52-MOVE_EXPLOSION | 57-MOVE_WIDE_GUARD | 62-MOVE_ROCK_WRECKER,TM45-MOVE_POWER_UP_PUNCH | TM87-MOVE_ROCK_CLIMB
526,Gigalith, ,1-MOVE_HARDEN | 1-MOVE_SAND_ATTACK | 1-MOVE_TACKLE | 7-MOVE_MUD_SLAP | 10-MOVE_HEADBUTT | 13-MOVE_CURSE | 16-MOVE_MAGNITUDE | 19-MOVE_ROCK_TOMB | 22-MOVE_GRAVITY | 25-MOVE_IRON_DEFENSE | 26-MOVE_POWER_GEM | 29-MOVE_ROCK_BLAST | 32-MOVE_TAKE_DOWN | 35-MOVE_HEAVY_SLAM | 39-MOVE_SANDSTORM | 43-MOVE_AUTOTOMIZE | 47-MOVE_STONE_EDGE | 52-MOVE_EXPLOSION | 57-MOVE_WIDE_GUARD | 62-MOVE_ROCK_WRECKER,TM05-MOVE_ROAR | TM45-MOVE_POWER_UP_PUNCH | TM60-MOVE_QUASH | TM87-MOVE_ROCK_CLIMB
527,Woobat, ,1-MOVE_ASSURANCE | 1-MOVE_FAKE_TEARS | 1-MOVE_ODOR_SLEUTH | 4-MOVE_SUPERSONIC | 7-MOVE_SWIFT | 10-MOVE_GUST | 13-MOVE_CONFUSION | 16-MOVE_AFTER_YOU | 19-MOVE_HELPING_HAND | 22-MOVE_AIR_CUTTER | 25-MOVE_HEART_STAMP | 28-MOVE_AMNESIA | 31-MOVE_PSYCHIC_FANGS | 34-MOVE_UPROAR | 37-MOVE_DUAL_WINGBEAT | 40-MOVE_SIMPLE_BEAM | 44-MOVE_TRICK | 48-MOVE_STORED_POWER | 52-MOVE_AIR_SLASH | 56-MOVE_TAILWIND | 60-MOVE_NASTY_PLOT,
528,Swoobat, ,1-MOVE_SYNCHRONOISE | 1-MOVE_ASSURANCE | 1-MOVE_FAKE_TEARS | 1-MOVE_ODOR_SLEUTH | 4-MOVE_SUPERSONIC | 7-MOVE_SWIFT | 10-MOVE_GUST | 13-MOVE_CONFUSION | 16-MOVE_AFTER_YOU | 19-MOVE_HELPING_HAND | 22-MOVE_AIR_CUTTER | 25-MOVE_HEART_STAMP | 25-MOVE_HEART_SWAP | 28-MOVE_AMNESIA | 31-MOVE_PSYCHIC_FANGS | 34-MOVE_UPROAR | 38-MOVE_DUAL_WINGBEAT | 42-MOVE_SIMPLE_BEAM | 46-MOVE_TRICK | 50-MOVE_STORED_POWER | 54-MOVE_AIR_SLASH | 58-MOVE_TAILWIND | 62-MOVE_NASTY_PLOT | 66-MOVE_ESPER_WING,TM48-MOVE_MYSTICAL_FIRE | TM58-MOVE_HURRICANE
529,Drilbur, ,1-MOVE_MUD_SLAP | 1-MOVE_SCRATCH | 7-MOVE_FURY_SWIPES | 10-MOVE_RAPID_SPIN | 13-MOVE_MUD_SHOT | 16-MOVE_FURY_CUTTER | 19-MOVE_METAL_CLAW | 22-MOVE_SLASH | 25-MOVE_ROCK_BLAST | 28-MOVE_SMART_STRIKE | 31-MOVE_IRON_DEFENSE | 34-MOVE_SCORCHING_SANDS | 38-MOVE_CRUSH_CLAW | 42-MOVE_DRILL_RUN | 46-MOVE_SANDSTORM | 50-MOVE_SKULL_BASH | 54-MOVE_HIGH_HORSEPOWER | 58-MOVE_FISSURE,
530,Excadrill, ,1-MOVE_MUD_SLAP | 1-MOVE_SCRATCH | 7-MOVE_FURY_SWIPES | 10-MOVE_RAPID_SPIN | 13-MOVE_MUD_SHOT | 16-MOVE_FURY_CUTTER | 19-MOVE_METAL_CLAW | 22-MOVE_SLASH | 25-MOVE_ROCK_BLAST | 28-MOVE_SMART_STRIKE | 31-MOVE_IRON_DEFENSE | 35-MOVE_SCORCHING_SANDS | 39-MOVE_CRUSH_CLAW | 43-MOVE_DRILL_RUN | 47-MOVE_SANDSTORM | 51-MOVE_SKULL_BASH | 55-MOVE_HIGH_HORSEPOWER | 59-MOVE_FISSURE,
531,Audino, ,1-MOVE_DRAINING_KISS | 1-MOVE_HEAL_BELL | 1-MOVE_PAIN_SPLIT | 1-MOVE_PRESENT | 1-MOVE_HELPING_HAND | 1-MOVE_POUND | 1-MOVE_YAWN | 8-MOVE_AFTER_YOU | 11-MOVE_LUCKY_CHANT | 13-MOVE_SAFEGUARD | 15-MOVE_BESTOW | 18-MOVE_DOUBLE_SLAP | 22-MOVE_HEAL_PULSE | 26-MOVE_COVET | 30-MOVE_TAKE_DOWN | 34-MOVE_AMNESIA | 38-MOVE_REFRESH | 42-MOVE_ZEN_HEADBUTT | 46-MOVE_SIMPLE_BEAM | 50-MOVE_DOUBLE_EDGE | 53-MOVE_WISH | 56-MOVE_MOONBLAST | 59-MOVE_ENTRAINMENT | 62-MOVE_LAST_RESORT,
532,Timburr, ,1-MOVE_FOCUS_ENERGY | 1-MOVE_LEER | 1-MOVE_POUND | 4-MOVE_BIDE | 7-MOVE_FORESIGHT | 10-MOVE_ROCK_THROW | 13-MOVE_WAKE_UP_SLAP | 16-MOVE_CHIP_AWAY | 19-MOVE_FORCE_PALM | 22-MOVE_COUNTER | 25-MOVE_PAYBACK | 28-MOVE_HELPING_HAND | 31-MOVE_FLING | 34-MOVE_ROCK_BLAST | 37-MOVE_REVENGE | 40-MOVE_DYNAMIC_PUNCH | 44-MOVE_FOCUS_PUNCH | 48-MOVE_HAMMER_ARM | 52-MOVE_DRAIN_PUNCH | 56-MOVE_WIDE_GUARD | 60-MOVE_MACH_PUNCH,TM87-MOVE_ROCK_CLIMB
533,Gurdurr, ,1-MOVE_FOCUS_ENERGY | 1-MOVE_LEER | 1-MOVE_POUND | 4-MOVE_BIDE | 7-MOVE_FORESIGHT | 10-MOVE_ROCK_THROW | 13-MOVE_WAKE_UP_SLAP | 16-MOVE_CHIP_AWAY | 19-MOVE_FORCE_PALM | 22-MOVE_COUNTER | 25-MOVE_PAYBACK | 28-MOVE_HELPING_HAND | 31-MOVE_FLING | 34-MOVE_ROCK_BLAST | 38-MOVE_REVENGE | 42-MOVE_DYNAMIC_PUNCH | 46-MOVE_FOCUS_PUNCH | 50-MOVE_HAMMER_ARM | 54-MOVE_DRAIN_PUNCH | 58-MOVE_WIDE_GUARD | 62-MOVE_MACH_PUNCH | 66-MOVE_HIGH_HORSEPOWER | 70-MOVE_CLOSE_COMBAT,TM87-MOVE_ROCK_CLIMB
534,Conkeldurr, ,1-MOVE_CROSS_CHOP | 1-MOVE_WRING_OUT | 1-MOVE_FOCUS_ENERGY | 1-MOVE_LEER | 1-MOVE_POUND | 4-MOVE_BIDE | 7-MOVE_FORESIGHT | 10-MOVE_ROCK_THROW | 13-MOVE_WAKE_UP_SLAP | 16-MOVE_CHIP_AWAY | 19-MOVE_FORCE_PALM | 22-MOVE_COUNTER | 25-MOVE_PAYBACK | 28-MOVE_HELPING_HAND | 31-MOVE_FLING | 34-MOVE_ROCK_BLAST | 38-MOVE_REVENGE | 42-MOVE_DYNAMIC_PUNCH | 46-MOVE_FOCUS_PUNCH | 50-MOVE_HAMMER_ARM | 54-MOVE_DRAIN_PUNCH | 58-MOVE_WIDE_GUARD | 62-MOVE_MACH_PUNCH | 66-MOVE_HIGH_HORSEPOWER | 70-MOVE_CLOSE_COMBAT,TM87-MOVE_ROCK_CLIMB
535,Tympole, ,1-MOVE_MUD_SLAP | 1-MOVE_AFTER_YOU | 1-MOVE_GROWL | 4-MOVE_SUPERSONIC | 7-MOVE_ACID | 10-MOVE_FLAIL | 13-MOVE_WATER_PULSE | 16-MOVE_ECHOED_VOICE | 19-MOVE_MUD_SHOT | 22-MOVE_BUBBLE_BEAM | 25-MOVE_MIST | 28-MOVE_UPROAR | 31-MOVE_MUD_BOMB | 34-MOVE_GASTRO_ACID | 38-MOVE_HYPER_VOICE | 42-MOVE_AQUA_RING | 46-MOVE_MUDDY_WATER | 50-MOVE_REFRESH | 54-MOVE_HYDRO_PUMP,
536,Palpitoad, ,1-MOVE_MUD_SLAP | 1-MOVE_AFTER_YOU | 1-MOVE_GROWL | 4-MOVE_SUPERSONIC | 7-MOVE_ACID | 10-MOVE_FLAIL | 13-MOVE_WATER_PULSE | 16-MOVE_ECHOED_VOICE | 19-MOVE_MUD_SHOT | 22-MOVE_BUBBLE_BEAM | 25-MOVE_MIST | 29-MOVE_UPROAR | 33-MOVE_MUD_BOMB | 36-MOVE_GASTRO_ACID | 39-MOVE_HYPER_VOICE | 43-MOVE_AQUA_RING | 47-MOVE_MUDDY_WATER | 51-MOVE_REFRESH | 55-MOVE_HYDRO_PUMP,
537,Seismitoad, ,1-MOVE_MUD_SLAP | 1-MOVE_AFTER_YOU | 1-MOVE_GROWL | 4-MOVE_SUPERSONIC | 7-MOVE_ACID | 10-MOVE_FLAIL | 13-MOVE_WATER_PULSE | 16-MOVE_ECHOED_VOICE | 19-MOVE_MUD_SHOT | 22-MOVE_BUBBLE_BEAM | 25-MOVE_MIST | 29-MOVE_UPROAR | 33-MOVE_MUD_BOMB | 36-MOVE_GASTRO_ACID | 39-MOVE_HYPER_VOICE | 43-MOVE_AQUA_RING | 47-MOVE_MUDDY_WATER | 51-MOVE_REFRESH | 55-MOVE_HYDRO_PUMP | 59-MOVE_POWER_WHIP,
538,Throh, ,,TM60-MOVE_QUASH
539,Sawk, ,,
540,Sewaddle, ,,TM01-MOVE_HONE_CLAWS
541,Swadloon, ,,TM01-MOVE_HONE_CLAWS
542,Leavanny, ,,TM85-MOVE_PLAY_ROUGH
543,Venipede, ,1-MOVE_POISON_STING | 1-MOVE_DEFENSE_CURL | 4-MOVE_ROLLOUT | 8-MOVE_PROTECT | 11-MOVE_POISON_FANG | 14-MOVE_SCREECH | 16-MOVE_BITE | 18-MOVE_BUG_BITE | 20-MOVE_COIL | 23-MOVE_FURY_CUTTER | 26-MOVE_PAYBACK | 29-MOVE_PIN_MISSILE | 30-MOVE_AGILITY | 33-MOVE_TOXIC_SPIKES | 33-MOVE_SPIKES | 37-MOVE_SMART_STRIKE | 41-MOVE_POISON_TAIL | 45-MOVE_STEAMROLLER | 49-MOVE_TAKE_DOWN,TM76-MOVE_BUG_BUZZ
544,Whirlipede, ,1-MOVE_POISON_STING | 1-MOVE_DEFENSE_CURL | 4-MOVE_ROLLOUT | 8-MOVE_PROTECT | 12-MOVE_POISON_FANG | 14-MOVE_SCREECH | 16-MOVE_BITE | 18-MOVE_BUG_BITE | 20-MOVE_COIL | 20-MOVE_IRON_DEFENSE | 23-MOVE_FURY_CUTTER | 26-MOVE_PAYBACK | 29-MOVE_PIN_MISSILE | 30-MOVE_AGILITY | 34-MOVE_TOXIC_SPIKES | 34-MOVE_SPIKES | 38-MOVE_SMART_STRIKE | 42-MOVE_POISON_TAIL | 46-MOVE_STEAMROLLER | 50-MOVE_TAKE_DOWN | 55-MOVE_LUNGE,TM76-MOVE_BUG_BUZZ
545,Scolipede, ,1-MOVE_DOUBLE_EDGE | 1-MOVE_PURSUIT | 4-MOVE_ROLLOUT | 8-MOVE_PROTECT | 12-MOVE_POISON_FANG | 14-MOVE_SCREECH | 16-MOVE_BITE | 18-MOVE_BUG_BITE | 20-MOVE_COIL | 20-MOVE_IRON_DEFENSE | 23-MOVE_FURY_CUTTER | 27-MOVE_PIN_MISSILE | 30-MOVE_AGILITY | 32-MOVE_TWINEEDLE | 36-MOVE_TOXIC_SPIKES | 36-MOVE_SPIKES | 40-MOVE_SMART_STRIKE | 44-MOVE_POISON_TAIL | 48-MOVE_STEAMROLLER | 52-MOVE_TAKE_DOWN | 56-MOVE_CROSS_POISON | 60-MOVE_LUNGE | 64-MOVE_ENDEAVOR | 68-MOVE_MEGAHORN | 72-MOVE_BATON_PASS,TM76-MOVE_BUG_BUZZ | TM83-MOVE_WORK_UP
546,Cottonee, ,1-MOVE_ABSORB | 1-MOVE_BEAT_UP | 1-MOVE_FAKE_TEARS | 4-MOVE_RAZOR_LEAF | 7-MOVE_WORRY_SEED | 10-MOVE_POISON_POWDER | 10-MOVE_SLEEP_POWDER | 10-MOVE_STUN_SPORE | 13-MOVE_GROWTH | 16-MOVE_MEGA_DRAIN | 19-MOVE_TICKLE | 22-MOVE_COTTON_SPORE | 25-MOVE_LEECH_SEED | 28-MOVE_SWITCHEROO | 31-MOVE_CHARM | 34-MOVE_DAZZLING_GLEAM | 37-MOVE_COTTON_GUARD | 41-MOVE_HELPING_HAND | 45-MOVE_ENERGY_BALL | 49-MOVE_ENDEAVOR | 53-MOVE_TAILWIND | 57-MOVE_MEMENTO,
547,Whimsicott, ,1-MOVE_POISON_POWDER | 1-MOVE_SLEEP_POWDER | 1-MOVE_STUN_SPORE | 1-MOVE_GROWTH | 1-MOVE_SWITCHEROO | 25-MOVE_GUST | 35-MOVE_LEECH_SEED | 40-MOVE_HELPING_HAND | 50-MOVE_MOONBLAST | 55-MOVE_TAILWIND,
548,Petilil, ,1-MOVE_ABSORB | 1-MOVE_SYNTHESIS | 1-MOVE_FOCUS_ENERGY | 4-MOVE_RAZOR_LEAF | 7-MOVE_WORRY_SEED | 10-MOVE_POISON_POWDER | 10-MOVE_SLEEP_POWDER | 10-MOVE_STUN_SPORE | 13-MOVE_GROWTH | 16-MOVE_MEGA_DRAIN | 19-MOVE_AROMATHERAPY | 22-MOVE_HELPING_HAND | 25-MOVE_LEECH_SEED | 28-MOVE_EXTRASENSORY | 31-MOVE_CHARM | 34-MOVE_ENTRAINMENT | 37-MOVE_RECOVER | 41-MOVE_INGRAIN | 45-MOVE_ENERGY_BALL | 49-MOVE_HEALING_WISH | 53-MOVE_QUIVER_DANCE | 57-MOVE_LEAF_STORM,
